"ID_LouwNida","Dominio_Principal","Exemplo_Grego","Glossario_EN","Glossario_PT_BR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42.4","Realizar, Fazer","κτίστης","creator","criador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42.41","Realizar, Fazer","ποιέω","to work, to labor","trabalhar, laborar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42.42","Realizar, Fazer","ἔργον","work, task","trabalho, tarefa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42.43","Realizar, Fazer","ἐργάτης","worker","trabalhador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42.44","Realizar, Fazer","συνεργός","fellow worker","cooperador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42.45","Realizar, Fazer","σύζυγος","fellow worker","cooperador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42.46","Realizar, Fazer","ἀργός","idle, not working","ocioso, não trabalhando","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42.47","Realizar, Fazer","κοπιάω","hard work, toil, to work hard, to toil, to labor","trabalho duro, labuta, trabalhar arduamente, labutar, laborar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42.48","Realizar, Fazer","μόχθος","hard labor, toil","trabalho árduo, labuta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42.49","Realizar, Fazer","πόνος","hard work, burdensome labor","trabalho duro, labor penoso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42.5","Realizar, Fazer","συναθλέω","to labor alongside of, to toil with","trabalhar ao lado de, labutar com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42.51","Realizar, Fazer","τέχνη","craft, occupation","ofício, ocupação","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42.52","Realizar, Fazer","ὁμότεχνος","of the same trade, of the same craft, involved in the same occupation, having the same kind of work","do mesmo ofício, da mesma profissão, envolvido na mesma ocupação, tendo o mesmo tipo de trabalho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42.53","Realizar, Fazer","τεχνίτης","craftsman","artesão","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.1","Comer, Beber","γεωργέω","to cultivate land, to farm, to garden","cultivar a terra, trabalhar na fazenda, jardinar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.2","Comer, Beber","γεωργός","farmer, gardener","fazendeiro, jardineiro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.3","Comer, Beber","σκάπτω","to till the ground, to dig","arar a terra, cavar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.4","Comer, Beber","ἀροτριάω","to plow, to use a plow","arar, usar um arado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.5","Comer, Beber","φυτεύω","to plant","plantar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.6","Comer, Beber","σπείρω","to sow","semear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.7","Comer, Beber","σπόριμος","standing grain, grain fields","cereais em pé, campos de grãos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.8","Comer, Beber","ἐπισπείρω","to sow in addition, to sow on top of","semear adicionalmente, semear por cima","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.9","Comer, Beber","ποτίζω","to water, to irrigate","regar, irrigar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.1","Comer, Beber","ἐγκεντρίζω","to graft, to bud","enxertar, fazer brotar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.11","Comer, Beber","ἐκριζόω","to uproot, to pull out by the roots","arrancar pela raiz, arrancar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.12","Comer, Beber","καθαίρω","to take away, to prune, to cut off","remover, podar, cortar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.13","Comer, Beber","ἀμάω","to mow","cortar a relva","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.14","Comer, Beber","θερίζω","to reap, to harvest","ceifar, colher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.15","Comer, Beber","θερισμός","harvest, crop, fruit, grain","colheita, safra, fruto, grão","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.16","Comer, Beber","θεριστής","reaper, harvester","ceifador, colhedor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.17","Comer, Beber","ἀποστέλλω","to use a sickle, to swing a sickle, to begin to harvest","usar uma foice, brandir uma foice, começar a colher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.18","Comer, Beber","τρυγάω","to pick, to gather","colher, reunir","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.19","Comer, Beber","ἀλοάω","to thresh, to tread out","debicar, debulhar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.2","Comer, Beber","κηπουρός","gardener","jardineiro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43.21","Comer, Beber","ἀμπελουργός","vinedresser, vineyard worker","viticultor, trabalhador da vinha","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44.1","Cuidar, Controlar","βόσκω","to take care of, to herd, to look after","cuidar de, pastorear, olhar por","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44.2","Cuidar, Controlar","σιτιστός","fat, fattened, grain-fattened","gordo, engordado, engordado com grãos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44.3","Cuidar, Controlar","ποιμαίνω","to shepherd, to take care of, to tend, to pasture","pastorear, cuidar, atender, apascentar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44.4","Cuidar, Controlar","ποιμήν","shepherd","pastor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44.5","Cuidar, Controlar","ἀρχιποίμην","chief shepherd, head shepherd","pastor chefe, pastor principal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44.6","Cuidar, Controlar","κημόω","to muzzle, to keep from eating","amordçar, impedir de comer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44.7","Cuidar, Controlar","ἁλιεύω","to fish","pescar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44.8","Cuidar, Controlar","ἀμφιβάλλω","to cast a fishnet","lançar uma rede de pesca","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44.9","Cuidar, Controlar","συγκλείω","to catch, to net","capturar, pescar, apanhar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44.1","Cuidar, Controlar","ἁλιεύς","fisherman","pescador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44.11","Cuidar, Controlar","ἅλωσις","capture, to be caught","captura, ser capturado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45.1","Desejar, Querer","οἰκοδομέω","to build, to construct","construir, edificar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45.2","Desejar, Querer","πήγνυμι","to set up, to erect, to put up","instalar, erguer, montar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45.3","Desejar, Querer","ἀνοικοδομέω","to rebuild, to restore","reconstruir, restaurar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45.4","Desejar, Querer","ἀνορθόω","to restore, to build up again","restaurar, edificar novamente","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45.5","Desejar, Querer","ἐποικοδομέω","to build upon","construir sobre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45.6","Desejar, Querer","συνοικοδομέω","to be built together","ser construído junto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45.7","Desejar, Querer","οἰκοδόμος","builder","construtor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45.8","Desejar, Querer","δημιουργός","builder","construtor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45.9","Desejar, Querer","τέκτων","builder, carpenter","construtor, carpinteiro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45.1","Desejar, Querer","ἀρχιτέκτων","expert builder, master builder","construtor experiente, mestre construtor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45.11","Desejar, Querer","ἀποστεγάζω","to remove the roof, to unroof","remover o telhado, retirar o telhado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45.12","Desejar, Querer","κονιάω","to whitewash","cal afixar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.1","Planejar, Intencionar","οἰκονομία","to manage a household, to run a household, to be in charge of a household","gerenciar uma casa, administrar uma casa, estar encarregado de uma casa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.2","Planejar, Intencionar","οἰκοδεσποτέω","to direct a household, to manage a home","dirigir uma casa, administrar um lar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.3","Planejar, Intencionar","οἰκουργός","one who takes care of the home, homemaker","quem cuida do lar, dona de casa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.4","Planejar, Intencionar","οἰκονόμος","manager of a household, steward","administrador da casa, mordomo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.5","Planejar, Intencionar","οἰκέτης","house servant, household servant, personal servant","serviçal da casa, empregado doméstico, servo pessoal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.6","Planejar, Intencionar","οἰκετεία","the household servants","os serventes da casa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.7","Planejar, Intencionar","ἀρχιτρίκλινος","head steward","mordomo principal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.8","Planejar, Intencionar","θυρωρός","doorkeeper","porteiro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.9","Planejar, Intencionar","στρωννύω","to furnish, to arrange","fornecer, arranjar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.1","Planejar, Intencionar","στρωννύω","to make one’s bed","fazer a cama","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.11","Planejar, Intencionar","ὑπακούω","to answer the door","atender à porta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.12","Planejar, Intencionar","παρασκευάζω","to prepare a meal, to get a meal ready","preparar uma refeição, arrumar uma refeição","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.13","Planejar, Intencionar","διακονέω","to serve, to wait upon","servir, atender","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.14","Planejar, Intencionar","ἀρτύω","to season","temperar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.15","Planejar, Intencionar","ὀπτός","broiled, baked","grelhado, assado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.16","Planejar, Intencionar","ἀλήθω","to grind grain","moer grãos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.17","Planejar, Intencionar","διϋλίζω","to strain out, to filter out","coar, filtrar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.18","Planejar, Intencionar","σινιάζω","to sift","peneirar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.19","Planejar, Intencionar","σαρόω","to sweep","varrer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.1","Esperar, Aguardar","ἀντλέω","to draw water","tirar água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.2","Esperar, Aguardar","βάλλω","to pour","derramar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.3","Esperar, Aguardar","κεράννυμι","to pour, to pour out","derramar, esvaziar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.4","Esperar, Aguardar","ἐκχέω","to pour out","derramar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.5","Esperar, Aguardar","καταχέω","to pour on, to pour over","derramar sobre, despejar sobre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.6","Esperar, Aguardar","ἐπιχέω","to pour on","derramar sobre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.7","Esperar, Aguardar","πρόσχυσις","pouring (or possibly sprinkling)","derramando (ou possivelmente aspergindo)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.8","Esperar, Aguardar","πλύνω","to wash, to clean","lavar, limpar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.9","Esperar, Aguardar","νίπτω","to wash","lavar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.1","Esperar, Aguardar","ἀπονίζω","to wash off, to wash","lavar-se, lavar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.11","Esperar, Aguardar","ἐμβάπτω","to dip in","mergulhar em","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.12","Esperar, Aguardar","λούω","to bathe, to wash","banhar, lavar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.13","Esperar, Aguardar","ἄνιπτος","not washed, unwashed","não lavado, não lavado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.14","Esperar, Aguardar","ἀλείφω","to anoint","ungir","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.15","Esperar, Aguardar","ἐπιχρίω","to put on, to smear on, to rub on, to anoint","colocar, espalhar, esfregar, ungir","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.16","Esperar, Aguardar","ῥαντίζω","to sprinkle, sprinkling","aspergir, aspersão","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.17","Esperar, Aguardar","περιραίνω","to sprinkle, to sprinkle around","aspergir, espalhar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47.18","Esperar, Aguardar","ἐξαλείφω","to wipe away","limpar, enxugar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48.1","Mudar","ξαίνω","to comb wool","pentear lã","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48.2","Mudar","νήθω","to spin","fiar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48.3","Mudar","ὑφαίνω","to weave","tecer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48.4","Mudar","ὑφαντός","woven","tecido","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48.5","Mudar","ἐπιράπτω","to sew on, to sew to","costurar, prender costura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48.6","Mudar","ἄραφος","seamless, without a seam","sem costura, sem costura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48.7","Mudar","γναφεύς","bleacher, fuller","fuloneiro, branqueador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48.8","Mudar","ἄγναφος","unshrunken, not as yet shrunken","não encolhido, ainda não encolhido","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.1","Cessar, Parar","ἐνδύω","to clothe, to dress, to put on","vestir, vestir-se, colocar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.2","Cessar, Parar","ἐπενδύω","to put on over, to put on an additional garment","colocar por cima, colocar uma roupa adicional","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.3","Cessar, Parar","περιβάλλω","to clothe. See also {D:49.5}","vestir. Veja também {D:49.5}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.4","Cessar, Parar","περίκειμαι","to have around, to wear","ter em volta, usar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.5","Cessar, Parar","περιβάλλω","to clothe, to adorn","vestir, adornar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.6","Cessar, Parar","σπαργανόω","to clothe in strips of cloth, to wrap up in strips of cloth, to wrap in cloths","vestir com tiras de pano, embrulhar em tiras de pano, enrolar em panos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.7","Cessar, Parar","περίθεσις","to put on, to wear, wearing","colocar, usar, usando","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.8","Cessar, Parar","ζωννύω","to dress","vestir","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.9","Cessar, Parar","ἐγκομβόομαι","to dress","vestir","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.1","Cessar, Parar","λαμβάνω","to put on","colocar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.11","Cessar, Parar","φορέω","to wear, to dress","usar, vestir","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.12","Cessar, Parar","καταστολή","manner of dress","modo de vestir","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.13","Cessar, Parar","ἔχω","to wear","usar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.14","Cessar, Parar","διαζώννυμι","to gird, to fasten one’s belt, to wear a narrow band of cloth around the waist, to tie around the waist.","cingir, apertar o cinto, usar uma faixa estreita de tecido na cintura, amarrar na cintura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.15","Cessar, Parar","περιζώννυμι","to gird oneself, to be girded, to be tied around","cingir-se, estar cingido, estar amarrado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.16","Cessar, Parar","κατά","to have one’s head covered, to cover one’s head","estar com a cabeça coberta, cobrir a cabeça","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.17","Cessar, Parar","ὑποδέω","to put on, to tie on, to wear (footwear)","calçar, amarrar, usar (calçado)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.18","Cessar, Parar","ἐκδύω","to take off clothes, to strip off","tirar as roupas, despir-se","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.19","Cessar, Parar","ἀποβάλλω","to throw off, to remove and throw aside","jogar fora, remover e jogar de lado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.2","Cessar, Parar","ἀπέκδυσις","to undress, to disrobe, stripping off","despir-se, despir, tirar as roupas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.21","Cessar, Parar","τίθημι","to remove, to take off","remover, tirar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.22","Cessar, Parar","γυμνός","naked","nu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.23","Cessar, Parar","γυμνότης","nakedness","nudez","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.24","Cessar, Parar","γυμνιτεύω","to wear ragged clothing, to wear rags, to be poorly clothed","usar roupas esfarrapadas, usar trapos, estar mal vestido","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.25","Cessar, Parar","κομάω","to have long hair, to appear with long hair, to wear long hair","ter cabelo comprido, parecer com cabelo comprido, usar cabelo comprido","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.26","Cessar, Parar","ἐμπλοκή","braiding","trançar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.27","Cessar, Parar","πλέκω","to braid, to weave","trançar, tecer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.28","Cessar, Parar","πλέγμα","woven object, braided (hair)","objeto tecido, trançado (cabelo)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49.29","Cessar, Parar","χρυσόω","to be adorned with gold, to be dressed with gold, to be covered with gold adornments","estar adornado com ouro, estar vestido com ouro, estar coberto com adornos de ouro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50.1","Começar, Iniciar","ἀγωνίζομαι","to compete, to struggle","competir, lutar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50.2","Começar, Iniciar","ἀθλέω","to compete","competir","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50.3","Começar, Iniciar","ἄθλησις","struggle, conflict","luta, conflito","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50.4","Começar, Iniciar","ἀγών","race","corrida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50.5","Começar, Iniciar","δρόμος","course, race","curso, corrida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50.6","Começar, Iniciar","πυκτεύω","to box","boxear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50.7","Começar, Iniciar","γυμνασία","physical exercise","exercício físico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50.8","Começar, Iniciar","παίζω","to play","brincar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51.1","Continuar, Perseverar","ἑορτάζω","to celebrate, to observe a feast, to participate in a festival","celebrar, observar uma festa, participar de um festival","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51.2","Continuar, Perseverar","ἑορτή","festival, feast, celebration","festival, festa, celebração","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51.3","Continuar, Perseverar","εὐφραίνω","to celebrate","celebrar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51.4","Continuar, Perseverar","πανήγυρις","celebration, festivity, joyous festival","celebração, festividade, festa alegre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51.5","Continuar, Perseverar","νεομηνία","new moon festival","festival da lua nova","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51.6","Continuar, Perseverar","πάσχα","Passover festival, Passover","festival da Páscoa, Páscoa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51.7","Continuar, Perseverar","πάσχα","Passover meal","refeição da Páscoa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51.8","Continuar, Perseverar","πεντηκοστή","Pentecost","Pentecostes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51.9","Continuar, Perseverar","ἐγκαίνια","the festival of dedication of the Temple","festividade da dedicação do Templo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51.1","Continuar, Perseverar","σκηνοπηγία","festival of the tabernacles, celebration of the tents","festival dos tabernáculos, celebração das tendas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51.11","Continuar, Perseverar","νηστεία","festival of the atonement, day to commemorate the atonement of sin","festival da expiação, dia para comemorar a expiação dos pecados","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51.12","Continuar, Perseverar","γενέσια","birthday celebration, birthday festival","celebração de aniversário, festival de aniversário","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52.1","Terminar, Completar","κόπτω","to mourn, to lament, to beat the breast, mourning, lamentation","lamentar, chorar, bater no peito, luto, lamentação","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52.2","Terminar, Completar","θρηνέω","to wail, to lament","lamentar, chorar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52.3","Terminar, Completar","ὀδυρμός","wailing, lamenting","lamentação, choro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
